4024.2707627051377,1885.012253373321
2330.149684249775,2100.498241779276
2737.9109757873157,2120.362245717518
3724.6906542916618,2106.457642678816
3764.1118265993214,2063.131884454648
3864.8897198537425,2119.4718838310605
3401.0283314472817,2265.834841101438
3473.0093158299283,2239.1931602847058
3729.8483548860117,2162.0958514926033
3818.9608154677358,2184.3070751877917
3864.7829966015593,2255.8812001672673
3956.2306904106217,2285.8345753013837
3319.928152594621,2379.757411080507
3521.2308825109567,2377.577169246371
4419.66388030367,2395.21987113573
2563.183072253551,2549.642414959415
2950.9741861507237,2476.874852692603
3222.533889660408,2515.4954877105047
3528.3507576738293,2469.7517053031106
3558.3862030749024,2564.14171300084
3616.671056949871,2517.514728310631
3723.0422572418624,2584.2587799178814
4613.999616104213,2548.0500410206187
3209.410415556064,2758.3570853226393
3423.083829527363,2693.552841856504
3500.882150432829,2728.0333300776365
3429.812320559792,2772.7276880077266
3646.9700390576795,2670.725369888893
3755.0935077257664,2665.3749923307623
3869.667221764798,2739.6880449146074
3761.5917904421744,2749.6788525715024
4003.116230674615,2715.560882403822
4076.858099823525,2764.674637484635
4309.794305648048,2664.9366754297666
4494.931678743818,2688.1040422384654
4418.203279880292,2773.7976026188076
3291.6013163309076,2845.653676740052
3416.983924483513,2901.1488869684813
3377.1330359604594,2932.7711503094974
3518.090580402969,2872.8971570767985
3712.2817901046215,2902.428184998435
3777.312036799674,2850.1391437669545
3907.915499319404,2812.6652576917386
4004.281513191696,2908.7101615314896
3898.4263065761756,2923.3838161586555
4317.675738283103,2804.218773033786
4263.026608867316,2873.5063731709733
4278.208046445852,2940.4601436833013
4559.764644458978,2801.445732109541
3006.4372512372825,3074.969843420009
3232.5321005247424,2949.324393504782
3314.6897591926663,3013.042806523192
3350.013644764185,3082.0535614469036
3467.177340171784,2969.332488494965
3550.777434048687,2989.118370205346
3603.8047541954716,3021.1691026884155
3670.702596610553,3045.3260333255344
3773.9513589216035,2987.3672792342263
4006.275683019467,2960.5600607065617
4008.8049906696606,3100.7854567614786
3895.628792449224,3099.5330226910273
4342.854107380492,2960.8242464888594
4656.526375169534,2981.4087883968423
3375.8265638095245,3147.329900732712
3293.3064312762963,3233.564855050399
3396.4589686851973,3218.885968466903
3534.224261653716,3143.1980754913443
3604.1234464697523,3234.234432012111
4172.468341072127,3189.521698045301
4300.1915335187605,3132.390836103555
4444.459594596366,3209.7622577113198
4606.841499997671,3213.370274886406
3268.7190276525125,3347.299021843403
3522.5675540355764,3299.961182908221
3484.3465366897944,3380.0751621748977
3726.5029535823924,3319.891276396063
3880.7533807899613,3312.869491283683
3857.7671407105076,3363.886641064327
4013.2361032841304,3304.112668233637
4101.8323242925335,3296.7342398964743
4580.443941651229,3394.9351594893756
2727.7118639358323,3514.942319685134
3053.6236179104544,3495.336327845992
3149.332189220082,3444.013508839829
3233.1012497509664,3558.186741927048
3365.2080151845157,3550.492052840132
3499.902063825338,3558.7180967800937
3426.172220676573,3581.1676196827993
3720.8211838355273,3542.01088553996
3938.506524145637,3481.573618675373
4067.5013578427615,3485.5003364629533
4344.921948575746,3423.6968077645392
4307.057378744412,3479.463707964801
2642.184276298202,3672.92817134287
3073.569444581305,3640.245229295846
3240.597225877327,3636.900474263597
3672.616321546309,3699.1078535567863
3737.5413617914037,3706.8522238485625
2671.551752241024,3842.523105723165
3189.9935471047247,3873.8348177722196
3325.693144388466,3856.90888202848
3540.116568172707,3881.8384461346527
3608.1617817323076,3856.7903443307323
3917.429571227444,3760.3667193578663
4174.561667702595,3844.9196530378563
4080.5015519334875,3883.8719862935404
4486.709029597949,3763.0078257487557
4419.395062989575,3894.632817132141
2771.2336385843123,3914.0331005523617
